site,species,trait,env,value
160,Synthyris reniformis,-0.255432509,-1.392543272,1
161,Synthyris reniformis,-0.255432509,-0.936792732,1
163,Synthyris reniformis,-0.255432509,-1.197221612,0
164,Synthyris reniformis,-0.255432509,-0.285720531,1
185,Synthyris reniformis,-0.255432509,1.423343995,0
187,Synthyris reniformis,-0.255432509,0.69088777,0
188,Synthyris reniformis,-0.255432509,1.01642387,0
190,Synthyris reniformis,-0.255432509,0.75599499,0
191,Synthyris reniformis,-0.255432509,0.609503745,0
192,Synthyris reniformis,-0.255432509,-1.587864932,3
193,Synthyris reniformis,-0.255432509,0.75599499,0
194,Synthyris reniformis,-0.255432509,0.300244449,11
223,Synthyris reniformis,-0.255432509,-1.099560782,4
224,Synthyris reniformis,-0.255432509,-0.448488581,0
225,Synthyris reniformis,-0.255432509,-1.099560782,0
226,Synthyris reniformis,-0.255432509,-1.262328832,0
227,Synthyris reniformis,-0.255432509,-1.262328832,0
230,Synthyris reniformis,-0.255432509,-0.448488581,0
247,Synthyris reniformis,-0.255432509,0.69088777,0
248,Synthyris reniformis,-0.255432509,1.01642387,0
250,Synthyris reniformis,-0.255432509,-0.285720531,0
29,Synthyris reniformis,-0.255432509,-0.774024681,0
30,Synthyris reniformis,-0.255432509,-0.936792732,0
306,Synthyris reniformis,-0.255432509,1.34195997,0
307,Synthyris reniformis,-0.255432509,1.394045746,0
308,Synthyris reniformis,-0.255432509,-0.350827751,0
31,Synthyris reniformis,-0.255432509,-0.204336506,0
32,Synthyris reniformis,-0.255432509,1.47217441,0
33,Synthyris reniformis,-0.255432509,1.08153109,0
34,Synthyris reniformis,-0.255432509,0.82110221,0
35,Synthyris reniformis,-0.255432509,0.283967644,0
38,Synthyris reniformis,-0.255432509,-0.503829718,0
39,Synthyris reniformis,-0.255432509,-0.774024681,0
407,Synthyris reniformis,-0.255432509,0.905741596,0
409,Synthyris reniformis,-0.255432509,-1.480438019,0
410,Synthyris reniformis,-0.255432509,-1.425096882,0
411,Synthyris reniformis,-0.255432509,-0.936792732,0
412,Synthyris reniformis,-0.255432509,1.667496071,0
43,Synthyris reniformis,-0.255432509,-1.425096882,0
45,Synthyris reniformis,-0.255432509,0.202583619,0
49,Synthyris reniformis,-0.255432509,-0.692640656,0
50,Synthyris reniformis,-0.255432509,-1.099560782,0
51,Synthyris reniformis,-0.255432509,-0.285720531,0
53,Synthyris reniformis,-0.255432509,0.82110221,0
81,Synthyris reniformis,-0.255432509,0.69088777,0
83,Synthyris reniformis,-0.255432509,1.423343995,0
84,Synthyris reniformis,-0.255432509,-0.070866705,2
109,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.350827751,0
113,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.774024681,0
12,Tiarella trifoliata ssp. unifoliata,0.045070717,1.667496071,0
156,Tiarella trifoliata ssp. unifoliata,0.045070717,1.01642387,0
157,Tiarella trifoliata ssp. unifoliata,0.045070717,1.34195997,0
160,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.392543272,0
161,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.936792732,0
163,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.197221612,0
164,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.285720531,0
185,Tiarella trifoliata ssp. unifoliata,0.045070717,1.423343995,0
187,Tiarella trifoliata ssp. unifoliata,0.045070717,0.69088777,0
188,Tiarella trifoliata ssp. unifoliata,0.045070717,1.01642387,0
190,Tiarella trifoliata ssp. unifoliata,0.045070717,0.75599499,0
191,Tiarella trifoliata ssp. unifoliata,0.045070717,0.609503745,0
192,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.587864932,0
193,Tiarella trifoliata ssp. unifoliata,0.045070717,0.75599499,0
194,Tiarella trifoliata ssp. unifoliata,0.045070717,0.300244449,0
223,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.099560782,0
224,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.448488581,0
225,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.099560782,0
226,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.262328832,0
227,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.262328832,0
230,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.448488581,0
247,Tiarella trifoliata ssp. unifoliata,0.045070717,0.69088777,0
248,Tiarella trifoliata ssp. unifoliata,0.045070717,1.01642387,0
250,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.285720531,0
29,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.774024681,0
30,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.936792732,0
306,Tiarella trifoliata ssp. unifoliata,0.045070717,1.34195997,0
307,Tiarella trifoliata ssp. unifoliata,0.045070717,1.394045746,0
308,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.350827751,0
31,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.204336506,0
32,Tiarella trifoliata ssp. unifoliata,0.045070717,1.47217441,0
33,Tiarella trifoliata ssp. unifoliata,0.045070717,1.08153109,0
34,Tiarella trifoliata ssp. unifoliata,0.045070717,0.82110221,0
35,Tiarella trifoliata ssp. unifoliata,0.045070717,0.283967644,0
38,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.503829718,0
39,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.774024681,0
407,Tiarella trifoliata ssp. unifoliata,0.045070717,0.905741596,0
409,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.480438019,0
410,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.425096882,0
411,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.936792732,0
412,Tiarella trifoliata ssp. unifoliata,0.045070717,1.667496071,0
43,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.425096882,8
45,Tiarella trifoliata ssp. unifoliata,0.045070717,0.202583619,0
49,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.692640656,0
50,Tiarella trifoliata ssp. unifoliata,0.045070717,-1.099560782,0
51,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.285720531,0
53,Tiarella trifoliata ssp. unifoliata,0.045070717,0.82110221,0
81,Tiarella trifoliata ssp. unifoliata,0.045070717,0.69088777,0
83,Tiarella trifoliata ssp. unifoliata,0.045070717,1.423343995,0
84,Tiarella trifoliata ssp. unifoliata,0.045070717,-0.070866705,0
109,Trientalis latifolia,-1.070643961,-0.350827751,0
113,Trientalis latifolia,-1.070643961,-0.774024681,0
12,Trientalis latifolia,-1.070643961,1.667496071,0
156,Trientalis latifolia,-1.070643961,1.01642387,0
157,Trientalis latifolia,-1.070643961,1.34195997,0
160,Trientalis latifolia,-1.070643961,-1.392543272,2
161,Trientalis latifolia,-1.070643961,-0.936792732,0
163,Trientalis latifolia,-1.070643961,-1.197221612,0
164,Trientalis latifolia,-1.070643961,-0.285720531,0
185,Trientalis latifolia,-1.070643961,1.423343995,0
187,Trientalis latifolia,-1.070643961,0.69088777,0
188,Trientalis latifolia,-1.070643961,1.01642387,0
190,Trientalis latifolia,-1.070643961,0.75599499,0
191,Trientalis latifolia,-1.070643961,0.609503745,0
192,Trientalis latifolia,-1.070643961,-1.587864932,0
193,Trientalis latifolia,-1.070643961,0.75599499,0
194,Trientalis latifolia,-1.070643961,0.300244449,1
223,Trientalis latifolia,-1.070643961,-1.099560782,9
224,Trientalis latifolia,-1.070643961,-0.448488581,0
225,Trientalis latifolia,-1.070643961,-1.099560782,0
226,Trientalis latifolia,-1.070643961,-1.262328832,0
227,Trientalis latifolia,-1.070643961,-1.262328832,1
230,Trientalis latifolia,-1.070643961,-0.448488581,1
247,Trientalis latifolia,-1.070643961,0.69088777,0
248,Trientalis latifolia,-1.070643961,1.01642387,0
250,Trientalis latifolia,-1.070643961,-0.285720531,0
29,Trientalis latifolia,-1.070643961,-0.774024681,3
30,Trientalis latifolia,-1.070643961,-0.936792732,0
306,Trientalis latifolia,-1.070643961,1.34195997,0
307,Trientalis latifolia,-1.070643961,1.394045746,0
308,Trientalis latifolia,-1.070643961,-0.350827751,0
31,Trientalis latifolia,-1.070643961,-0.204336506,0
32,Trientalis latifolia,-1.070643961,1.47217441,0
33,Trientalis latifolia,-1.070643961,1.08153109,0
34,Trientalis latifolia,-1.070643961,0.82110221,0
35,Trientalis latifolia,-1.070643961,0.283967644,0
38,Trientalis latifolia,-1.070643961,-0.503829718,0
39,Trientalis latifolia,-1.070643961,-0.774024681,0
407,Trientalis latifolia,-1.070643961,0.905741596,0
409,Trientalis latifolia,-1.070643961,-1.480438019,0
410,Trientalis latifolia,-1.070643961,-1.425096882,1
411,Trientalis latifolia,-1.070643961,-0.936792732,0
412,Trientalis latifolia,-1.070643961,1.667496071,0
43,Trientalis latifolia,-1.070643961,-1.425096882,0
45,Trientalis latifolia,-1.070643961,0.202583619,0
49,Trientalis latifolia,-1.070643961,-0.692640656,0
50,Trientalis latifolia,-1.070643961,-1.099560782,0
51,Trientalis latifolia,-1.070643961,-0.285720531,0
53,Trientalis latifolia,-1.070643961,0.82110221,0
81,Trientalis latifolia,-1.070643961,0.69088777,0
83,Trientalis latifolia,-1.070643961,1.423343995,0
84,Trientalis latifolia,-1.070643961,-0.070866705,0
109,Trisetum canescens,0.008917928,-0.350827751,0
113,Trisetum canescens,0.008917928,-0.774024681,0
12,Trisetum canescens,0.008917928,1.667496071,0
156,Trisetum canescens,0.008917928,1.01642387,0
157,Trisetum canescens,0.008917928,1.34195997,0
160,Trisetum canescens,0.008917928,-1.392543272,0
161,Trisetum canescens,0.008917928,-0.936792732,0
163,Trisetum canescens,0.008917928,-1.197221612,0
164,Trisetum canescens,0.008917928,-0.285720531,0
185,Trisetum canescens,0.008917928,1.423343995,0
187,Trisetum canescens,0.008917928,0.69088777,0
188,Trisetum canescens,0.008917928,1.01642387,0
190,Trisetum canescens,0.008917928,0.75599499,0
191,Trisetum canescens,0.008917928,0.609503745,0
192,Trisetum canescens,0.008917928,-1.587864932,0
193,Trisetum canescens,0.008917928,0.75599499,0
194,Trisetum canescens,0.008917928,0.300244449,0
223,Trisetum canescens,0.008917928,-1.099560782,6
224,Trisetum canescens,0.008917928,-0.448488581,0
225,Trisetum canescens,0.008917928,-1.099560782,0
226,Trisetum canescens,0.008917928,-1.262328832,0
227,Trisetum canescens,0.008917928,-1.262328832,0
230,Trisetum canescens,0.008917928,-0.448488581,0
247,Trisetum canescens,0.008917928,0.69088777,0
248,Trisetum canescens,0.008917928,1.01642387,0
250,Trisetum canescens,0.008917928,-0.285720531,0
29,Trisetum canescens,0.008917928,-0.774024681,0
30,Trisetum canescens,0.008917928,-0.936792732,0
306,Trisetum canescens,0.008917928,1.34195997,0
307,Trisetum canescens,0.008917928,1.394045746,0
308,Trisetum canescens,0.008917928,-0.350827751,0
31,Trisetum canescens,0.008917928,-0.204336506,0
32,Trisetum canescens,0.008917928,1.47217441,0
33,Trisetum canescens,0.008917928,1.08153109,0
34,Trisetum canescens,0.008917928,0.82110221,0
35,Trisetum canescens,0.008917928,0.283967644,0
38,Trisetum canescens,0.008917928,-0.503829718,0
39,Trisetum canescens,0.008917928,-0.774024681,0
407,Trisetum canescens,0.008917928,0.905741596,0
409,Trisetum canescens,0.008917928,-1.480438019,0
410,Trisetum canescens,0.008917928,-1.425096882,0
411,Trisetum canescens,0.008917928,-0.936792732,0
412,Trisetum canescens,0.008917928,1.667496071,0
43,Trisetum canescens,0.008917928,-1.425096882,0
45,Trisetum canescens,0.008917928,0.202583619,0
49,Trisetum canescens,0.008917928,-0.692640656,0
50,Trisetum canescens,0.008917928,-1.099560782,0
51,Trisetum canescens,0.008917928,-0.285720531,0
53,Trisetum canescens,0.008917928,0.82110221,0
81,Trisetum canescens,0.008917928,0.69088777,0
83,Trisetum canescens,0.008917928,1.423343995,0
84,Trisetum canescens,0.008917928,-0.070866705,0
109,Vaccinium membranaceum,-0.491459843,-0.350827751,0
113,Vaccinium membranaceum,-0.491459843,-0.774024681,0
12,Vaccinium membranaceum,-0.491459843,1.667496071,0
156,Vaccinium membranaceum,-0.491459843,1.01642387,0
157,Vaccinium membranaceum,-0.491459843,1.34195997,0
160,Vaccinium membranaceum,-0.491459843,-1.392543272,0
161,Vaccinium membranaceum,-0.491459843,-0.936792732,0
163,Vaccinium membranaceum,-0.491459843,-1.197221612,0
164,Vaccinium membranaceum,-0.491459843,-0.285720531,0
185,Vaccinium membranaceum,-0.491459843,1.423343995,0
187,Vaccinium membranaceum,-0.491459843,0.69088777,0
188,Vaccinium membranaceum,-0.491459843,1.01642387,0
190,Vaccinium membranaceum,-0.491459843,0.75599499,0
191,Vaccinium membranaceum,-0.491459843,0.609503745,0
192,Vaccinium membranaceum,-0.491459843,-1.587864932,0
193,Vaccinium membranaceum,-0.491459843,0.75599499,0
194,Vaccinium membranaceum,-0.491459843,0.300244449,0
223,Vaccinium membranaceum,-0.491459843,-1.099560782,0
224,Vaccinium membranaceum,-0.491459843,-0.448488581,0
225,Vaccinium membranaceum,-0.491459843,-1.099560782,0
226,Vaccinium membranaceum,-0.491459843,-1.262328832,0
227,Vaccinium membranaceum,-0.491459843,-1.262328832,0
230,Vaccinium membranaceum,-0.491459843,-0.448488581,10
247,Vaccinium membranaceum,-0.491459843,0.69088777,0
248,Vaccinium membranaceum,-0.491459843,1.01642387,0
250,Vaccinium membranaceum,-0.491459843,-0.285720531,0
29,Vaccinium membranaceum,-0.491459843,-0.774024681,0
30,Vaccinium membranaceum,-0.491459843,-0.936792732,0
306,Vaccinium membranaceum,-0.491459843,1.34195997,0
307,Vaccinium membranaceum,-0.491459843,1.394045746,0
308,Vaccinium membranaceum,-0.491459843,-0.350827751,0
31,Vaccinium membranaceum,-0.491459843,-0.204336506,0
32,Vaccinium membranaceum,-0.491459843,1.47217441,0
33,Vaccinium membranaceum,-0.491459843,1.08153109,0
34,Vaccinium membranaceum,-0.491459843,0.82110221,0
35,Vaccinium membranaceum,-0.491459843,0.283967644,0
38,Vaccinium membranaceum,-0.491459843,-0.503829718,0
39,Vaccinium membranaceum,-0.491459843,-0.774024681,0
407,Vaccinium membranaceum,-0.491459843,0.905741596,0
409,Vaccinium membranaceum,-0.491459843,-1.480438019,0
410,Vaccinium membranaceum,-0.491459843,-1.425096882,0
411,Vaccinium membranaceum,-0.491459843,-0.936792732,0
412,Vaccinium membranaceum,-0.491459843,1.667496071,0
43,Vaccinium membranaceum,-0.491459843,-1.425096882,0
45,Vaccinium membranaceum,-0.491459843,0.202583619,0
49,Vaccinium membranaceum,-0.491459843,-0.692640656,0
50,Vaccinium membranaceum,-0.491459843,-1.099560782,0
51,Vaccinium membranaceum,-0.491459843,-0.285720531,0
53,Vaccinium membranaceum,-0.491459843,0.82110221,0
81,Vaccinium membranaceum,-0.491459843,0.69088777,0
83,Vaccinium membranaceum,-0.491459843,1.423343995,0
84,Vaccinium membranaceum,-0.491459843,-0.070866705,0
109,Vaccinium parvifolium,-0.705530732,-0.350827751,0
113,Vaccinium parvifolium,-0.705530732,-0.774024681,0
12,Vaccinium parvifolium,-0.705530732,1.667496071,0
156,Vaccinium parvifolium,-0.705530732,1.01642387,0
157,Vaccinium parvifolium,-0.705530732,1.34195997,0
160,Vaccinium parvifolium,-0.705530732,-1.392543272,12
161,Vaccinium parvifolium,-0.705530732,-0.936792732,4
163,Vaccinium parvifolium,-0.705530732,-1.197221612,9
164,Vaccinium parvifolium,-0.705530732,-0.285720531,3
185,Vaccinium parvifolium,-0.705530732,1.423343995,0
187,Vaccinium parvifolium,-0.705530732,0.69088777,0
188,Vaccinium parvifolium,-0.705530732,1.01642387,0
190,Vaccinium parvifolium,-0.705530732,0.75599499,1
191,Vaccinium parvifolium,-0.705530732,0.609503745,0
192,Vaccinium parvifolium,-0.705530732,-1.587864932,0
193,Vaccinium parvifolium,-0.705530732,0.75599499,0
194,Vaccinium parvifolium,-0.705530732,0.300244449,10
223,Vaccinium parvifolium,-0.705530732,-1.099560782,5
224,Vaccinium parvifolium,-0.705530732,-0.448488581,0
225,Vaccinium parvifolium,-0.705530732,-1.099560782,1
226,Vaccinium parvifolium,-0.705530732,-1.262328832,0
227,Vaccinium parvifolium,-0.705530732,-1.262328832,10
230,Vaccinium parvifolium,-0.705530732,-0.448488581,7
247,Vaccinium parvifolium,-0.705530732,0.69088777,0
248,Vaccinium parvifolium,-0.705530732,1.01642387,0
250,Vaccinium parvifolium,-0.705530732,-0.285720531,0
29,Vaccinium parvifolium,-0.705530732,-0.774024681,1
30,Vaccinium parvifolium,-0.705530732,-0.936792732,12
306,Vaccinium parvifolium,-0.705530732,1.34195997,0
307,Vaccinium parvifolium,-0.705530732,1.394045746,0
308,Vaccinium parvifolium,-0.705530732,-0.350827751,0
31,Vaccinium parvifolium,-0.705530732,-0.204336506,5
32,Vaccinium parvifolium,-0.705530732,1.47217441,0
33,Vaccinium parvifolium,-0.705530732,1.08153109,0
34,Vaccinium parvifolium,-0.705530732,0.82110221,0
35,Vaccinium parvifolium,-0.705530732,0.283967644,0
38,Vaccinium parvifolium,-0.705530732,-0.503829718,0
39,Vaccinium parvifolium,-0.705530732,-0.774024681,0
407,Vaccinium parvifolium,-0.705530732,0.905741596,0
409,Vaccinium parvifolium,-0.705530732,-1.480438019,3
410,Vaccinium parvifolium,-0.705530732,-1.425096882,0
411,Vaccinium parvifolium,-0.705530732,-0.936792732,4
412,Vaccinium parvifolium,-0.705530732,1.667496071,0
43,Vaccinium parvifolium,-0.705530732,-1.425096882,18
45,Vaccinium parvifolium,-0.705530732,0.202583619,0
49,Vaccinium parvifolium,-0.705530732,-0.692640656,0
50,Vaccinium parvifolium,-0.705530732,-1.099560782,0
51,Vaccinium parvifolium,-0.705530732,-0.285720531,2
53,Vaccinium parvifolium,-0.705530732,0.82110221,0
81,Vaccinium parvifolium,-0.705530732,0.69088777,0
83,Vaccinium parvifolium,-0.705530732,1.423343995,0
84,Vaccinium parvifolium,-0.705530732,-0.070866705,0
109,Vancouveria hexandra,-1.350504165,-0.350827751,0
113,Vancouveria hexandra,-1.350504165,-0.774024681,0
12,Vancouveria hexandra,-1.350504165,1.667496071,0
156,Vancouveria hexandra,-1.350504165,1.01642387,0
157,Vancouveria hexandra,-1.350504165,1.34195997,0
160,Vancouveria hexandra,-1.350504165,-1.392543272,0
161,Vancouveria hexandra,-1.350504165,-0.936792732,0
163,Vancouveria hexandra,-1.350504165,-1.197221612,0
164,Vancouveria hexandra,-1.350504165,-0.285720531,0
185,Vancouveria hexandra,-1.350504165,1.423343995,0
187,Vancouveria hexandra,-1.350504165,0.69088777,0
188,Vancouveria hexandra,-1.350504165,1.01642387,0
190,Vancouveria hexandra,-1.350504165,0.75599499,0
191,Vancouveria hexandra,-1.350504165,0.609503745,0
192,Vancouveria hexandra,-1.350504165,-1.587864932,0
193,Vancouveria hexandra,-1.350504165,0.75599499,0
194,Vancouveria hexandra,-1.350504165,0.300244449,0
223,Vancouveria hexandra,-1.350504165,-1.099560782,0
224,Vancouveria hexandra,-1.350504165,-0.448488581,0
225,Vancouveria hexandra,-1.350504165,-1.099560782,0
226,Vancouveria hexandra,-1.350504165,-1.262328832,0
227,Vancouveria hexandra,-1.350504165,-1.262328832,7
230,Vancouveria hexandra,-1.350504165,-0.448488581,1
247,Vancouveria hexandra,-1.350504165,0.69088777,0
248,Vancouveria hexandra,-1.350504165,1.01642387,0
250,Vancouveria hexandra,-1.350504165,-0.285720531,0
29,Vancouveria hexandra,-1.350504165,-0.774024681,0
30,Vancouveria hexandra,-1.350504165,-0.936792732,0
306,Vancouveria hexandra,-1.350504165,1.34195997,0
307,Vancouveria hexandra,-1.350504165,1.394045746,0
308,Vancouveria hexandra,-1.350504165,-0.350827751,0
31,Vancouveria hexandra,-1.350504165,-0.204336506,0
32,Vancouveria hexandra,-1.350504165,1.47217441,0
33,Vancouveria hexandra,-1.350504165,1.08153109,0
34,Vancouveria hexandra,-1.350504165,0.82110221,0
35,Vancouveria hexandra,-1.350504165,0.283967644,0
38,Vancouveria hexandra,-1.350504165,-0.503829718,0
39,Vancouveria hexandra,-1.350504165,-0.774024681,0
407,Vancouveria hexandra,-1.350504165,0.905741596,0
409,Vancouveria hexandra,-1.350504165,-1.480438019,0
410,Vancouveria hexandra,-1.350504165,-1.425096882,0
411,Vancouveria hexandra,-1.350504165,-0.936792732,0
412,Vancouveria hexandra,-1.350504165,1.667496071,0
43,Vancouveria hexandra,-1.350504165,-1.425096882,0
45,Vancouveria hexandra,-1.350504165,0.202583619,0
49,Vancouveria hexandra,-1.350504165,-0.692640656,0
50,Vancouveria hexandra,-1.350504165,-1.099560782,0
51,Vancouveria hexandra,-1.350504165,-0.285720531,0
53,Vancouveria hexandra,-1.350504165,0.82110221,0
81,Vancouveria hexandra,-1.350504165,0.69088777,0
83,Vancouveria hexandra,-1.350504165,1.423343995,0
84,Vancouveria hexandra,-1.350504165,-0.070866705,0
109,Whipplea modesta,-0.209303434,-0.350827751,2
113,Whipplea modesta,-0.209303434,-0.774024681,0
12,Whipplea modesta,-0.209303434,1.667496071,0
156,Whipplea modesta,-0.209303434,1.01642387,1
157,Whipplea modesta,-0.209303434,1.34195997,4
160,Whipplea modesta,-0.209303434,-1.392543272,3
161,Whipplea modesta,-0.209303434,-0.936792732,0
163,Whipplea modesta,-0.209303434,-1.197221612,0
164,Whipplea modesta,-0.209303434,-0.285720531,1
185,Whipplea modesta,-0.209303434,1.423343995,0
